1969.0438 1969-01-17   9.7   0.0   0.1   0.0
1969.0630 1969-01-24  13.5   0.0   8.6   0.2
1969.0822 1969-01-31  21.8   0.0  20.6   0.1
1969.1014 1969-02-07  42.0   0.0  47.0   0.6
1969.1205 1969-02-14  34.0   0.0  39.1   0.1
1969.1342 1969-02-19  44.0   0.0   1.0   0.0
1969.1534 1969-02-26  43.0   0.0  61.3   0.6
1969.1781 1969-03-07  21.4   0.0  60.3   0.9
1969.1973 1969-03-14  15.1   0.0  21.3   0.1
1969.2164 1969-03-21  29.5   0.0  53.4   9.3
1969.2356 1969-03-28  10.0   0.0  52.7   5.4
1969.2548 1969-04-04   4.1   0.0  62.8   5.0
1969.2740 1969-04-11   1.6   0.0  81.1   6.7
1969.2822 1969-04-14   1.9   0.0  85.8  14.1
1969.3014 1969-04-21   1.4   0.0  77.8  37.3
1969.3205 1969-04-28   1.1   0.0  63.5  45.3
1969.3397 1969-05-05   3.6   0.0  35.2  34.9
1969.3589 1969-05-12   4.9   0.0  31.0  26.6
1969.3781 1969-05-19   0.6   0.0  27.7  22.5
1969.3973 1969-05-26   0.0   0.0  34.1  12.2
1969.4164 1969-06-02   0.0   0.0  11.2   4.2
1969.4192 1969-06-03   -99   -99   -99   -99   -99        -99   -99   -99   -99
1970.0301 1970-01-12  27.3   0.0   2.4   0.0
1970.0411 1970-01-16  20.7   0.0   9.2   0.0
1970.0603 1970-01-23  55.7   0.0  20.2   5.5
1970.0795 1970-01-30  81.0   0.0  53.0  16.0
1970.0986 1970-02-06  41.8   0.2  53.9   8.9
1970.1178 1970-02-13  26.6   0.0  47.5   4.2
1970.1370 1970-02-20 106.3   2.3 103.5  65.6
1970.1562 1970-02-27 137.2   5.7 116.4  83.5
1970.1699 1970-03-04 124.3   2.3 110.6  55.6
1970.1890 1970-03-11  88.3   3.2   4.8  54.3
1970.2082 1970-03-18  47.3   1.5  61.2  46.6
1970.2274 1970-03-25  42.5   5.4  52.5  50.8
1970.2466 1970-04-01  30.6   4.5  51.6  39.7
1970.2658 1970-04-08  20.9  10.9  91.9  54.1
1970.2849 1970-04-15   8.6   1.3  67.0  42.4
1970.3041 1970-04-22  13.2   0.0  39.9  21.8
1970.3233 1970-04-29  10.8   0.0  41.9  22.4
1970.3425 1970-05-06   4.1   0.0  48.3  32.6
1970.3616 1970-05-13   2.7   0.0  72.6  36.9
1970.3808 1970-05-20   2.6   0.0  57.9  22.4
1970.4000 1970-05-27   0.4   0.0  62.9  18.1
1970.4192 1970-06-03   1.1   0.0  65.8  19.7
1970.4384 1970-06-10   0.0   0.0  47.4  14.1
1970.4575 1970-06-17   0.0   0.0  45.7   6.5
1970.4767 1970-06-24   0.0   0.0  47.5   2.2
1970.4959 1970-07-01   0.0   0.0  29.4   0.1
1970.5151 1970-07-08   0.0   0.0  16.0   0.0
1970.5370 1970-07-16   0.0   0.0   0.2   0.0
1970.5397 1970-07-17   -99   -99   -99   -99   -99        -99   -99   -99   -99
1970.9699 1970-12-21   7.0   0.0   4.0   0.1
1970.9945 1970-12-30  10.4   0.0   5.3   0.2
1971.0192 1971-01-08  15.3   0.0   2.5   0.0
1971.0384 1971-01-15  72.2   0.0  59.9  11.1
1971.0575 1971-01-22  84.5   0.0  43.0  22.8
1971.0767 1971-01-29  77.8   0.0  47.9  16.7
1971.0959 1971-02-05 167.5   7.9  99.3  54.6
1971.1151 1971-02-12 143.9   1.9 129.0  39.7
1971.1342 1971-02-19 151.2  10.4 107.4  87.8
1971.1534 1971-02-26 182.1   5.3  89.5 142.3
1971.1726 1971-03-05 172.4   4.7 122.2 170.5
1971.1918 1971-03-12 114.2   0.0  92.4 127.9
1971.2110 1971-03-19  73.3   8.0  97.8 113.8
