# AZMP_FixedStations_Integrated.dat   2020-03-20 11:03
# Peter Galbraith <Peter.Galbraith@dfo-mpo.gc.ca>
# with Maritimes data from Dave Hebert and NL data from Eugene Colbourne
#
# Fixed stations, integrated values.
#
# col  1: Year
# col  2: S27, T (0-50 m)
# col  3:   Bottom T (175 m)
# col  4:   Salinity (0-50 m)                
# col  5:   Strat (0-50 m density difference)
# col  6: Halifax 2, T (0-50 m)              
# col  7:   Bottom T (150 m)
# col  8:   Salinity (0-50 m)                
# col  9:   Strat (0-50 m density difference)
# col 10: Prince 5, T (0-50 m)               
# col 11:   Bottom T (90 m)
# col 12:   Salinity (0-50 m)                
# col 13:   Strat (0-50 m density difference)
# col 14: Shediac Valley, T (0-50 m)         
# col 15:   Bottom T (75 m)
# col 16:   Salinity (0-50 m)                
# col 17:   Strat (0-50 m density difference)
# col 18: Rimouski, May-Oct, T (0-50 m)      
# col 19:   Bottom T (290 m)
# col 20:   Salinity (0-50 m)                
# col 21:   Strat (0-50 m density difference)
#
# Missing value parameter: -99
#
#Yr
1924   -99   -99   -99  -99   -99  -99   -99  -99  5.93 5.42 31.95 0.61   -99   -99   -99  -99   -99   -99   -99  -99
1925   -99   -99   -99  -99   -99  -99   -99  -99   -99  -99   -99  -99   -99   -99   -99  -99   -99   -99   -99  -99
1926   -99   -99   -99  -99   -99  -99   -99  -99  5.37 4.78 32.12 0.70   -99   -99   -99  -99   -99   -99   -99  -99
1927   -99   -99   -99  -99   -99  -99   -99  -99  6.07 5.48 31.91 0.53   -99   -99   -99  -99   -99   -99   -99  -99
1928   -99   -99   -99  -99   -99  -99   -99  -99  6.79 5.88 32.19 0.56   -99   -99   -99  -99   -99   -99   -99  -99
1929   -99   -99   -99  -99   -99  -99   -99  -99  5.91 5.31 32.25 0.27   -99   -99   -99  -99   -99   -99   -99  -99
1930   -99   -99   -99  -99   -99  -99   -99  -99  6.58 5.89 31.91 0.17   -99   -99   -99  -99   -99   -99   -99  -99
1931   -99   -99   -99  -99   -99  -99   -99  -99   -99  -99   -99  -99   -99   -99   -99  -99   -99   -99   -99  -99
1932   -99   -99   -99  -99   -99  -99   -99  -99  6.49 6.06 31.97 0.57   -99   -99   -99  -99   -99   -99   -99  -99
1933   -99   -99   -99  -99   -99  -99   -99  -99  6.54 6.02 31.93 0.23   -99   -99   -99  -99   -99   -99   -99  -99
1934   -99   -99   -99  -99   -99  -99   -99  -99  5.78 5.48 32.07 0.31   -99   -99   -99  -99   -99   -99   -99  -99
1935   -99   -99   -99  -99   -99  -99   -99  -99  5.64 4.85 31.89 0.48   -99   -99   -99  -99   -99   -99   -99  -99
1936   -99   -99   -99  -99   -99  -99   -99  -99  6.38 6.22 31.94 0.41   -99   -99   -99  -99   -99   -99   -99  -99
1937   -99   -99   -99  -99   -99  -99   -99  -99  6.88 6.82 32.04 0.35   -99   -99   -99  -99   -99   -99   -99  -99
1938   -99   -99   -99  -99   -99  -99   -99  -99  6.39 5.96 31.90 0.35   -99   -99   -99  -99   -99   -99   -99  -99
1939   -99   -99   -99  -99   -99  -99   -99  -99  6.09 5.09 32.07 0.41   -99   -99   -99  -99   -99   -99   -99  -99
1940   -99   -99   -99  -99   -99  -99   -99  -99  5.27 4.21 32.12 0.47   -99   -99   -99  -99   -99   -99   -99  -99
1941   -99   -99   -99  -99   -99  -99   -99  -99  5.63 5.70 32.02 0.32   -99   -99   -99  -99   -99   -99   -99  -99
1942   -99   -99   -99  -99   -99  -99   -99  -99  5.61 5.02 31.93 0.67   -99   -99   -99  -99   -99   -99   -99  -99
1943   -99   -99   -99  -99   -99  -99   -99  -99  6.08 6.61 32.02 0.62   -99   -99   -99  -99   -99   -99   -99  -99
