,,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,Recruitment,Recruitment,Recruitment,Recruitment,Recruitment,Adult,Adult,Adult,Adult,Adult,Condition,condition,condition
year,species,Biomass,(density),abundance,(se),dwao,biomass,se,abundance,se,dwao,biomass,se,abundance,se,dwao,wtat18cm,wtat21cm,wtat25cm
1970,14,6.73917071959072,2.49233170822572,40.1011280111664,13.5158489903334,17324.9738095238,0.078014362734704,0.030184960381296,2.66529431780257,1.0321829625013,8503.5,6.66115635685601,2.46403463273118,37.4358336933638,12.5659673617012,17324.9738095238,NA,60.4311310413886,111.289568031024
1971,14,2.14140324879376,0.615896295909168,11.8146007795808,3.39494760681033,12109.9666666667,0.065537405597742,0.020272081159321,1.63010544207666,0.598281892538203,5357.28333333333,2.07586584319602,0.611737947859405,10.1844953375041,3.31231662017317,11958.9666666667,NA,66.1854982518927,125.413331716388
1972,14,4.34268647275683,2.28086278144765,23.892222856158,12.7559389862731,16055.169047619,0.073854610794779,0.020138974058173,2.23169136935359,0.626418509937817,10806.0333333333,4.26883186196205,2.26998558440944,21.6605314868044,12.3823443102971,16055.169047619,NA,61.9523867521245,117.767313428026
1973,14,10.691950261041,2.79797868565741,63.8598383603889,15.9943217736438,19629.45,0.137193372970051,0.034656293771448,4.36389493802546,0.716104505006442,10309.5,10.5547568880709,2.78544838227239,59.4959434223635,15.6793185069958,19629.45,NA,56.1343001813521,107.981579129358
1974,14,9.41090359364581,1.53601690601247,46.5629708200391,7.29047526446558,22734.0690476191,0.064573262949905,0.016920088679524,1.56406950760155,0.407444087404895,8801.91666666667,9.3463303306959,1.53569161587105,44.9989013124375,7.24686543339219,22265.319047619,NA,58.1746034741576,110.300056088346
1975,14,2.03354568918824,0.618517614312714,9.56231620725866,2.99462952457268,15438.8333333333,0.02534285383006,0.008584611528299,0.526449111087938,0.187932238883299,4422.16666666667,1.92562442578346,0.61142046123109,8.44130254723274,2.8384664246508,15172.8333333333,NA,80.4542034669789,108.153652025479
1976,14,4.46828574712514,1.38781705886593,22.1617246657266,6.66219775384696,18270.1,0.008803755660537,0.003956474198073,0.242618543159013,0.1031174071458,3563.41666666667,4.45948199146461,1.38726187505327,21.9191061225676,6.64093761023738,18270.1,NA,64.4306087797714,123.921852669581
1977,14,2.23987523614559,0.275773650815669,8.23442268596113,1.82192713425758,20950.3214285714,0.023995235614969,0.011827879936587,0.521833424698703,0.247964844835408,3899.47619047619,2.21588000053063,0.271803239000907,7.71258926126243,1.61260297198179,20647.1785714286,NA,59.2103074869393,113.210207790652
1978,14,3.25811007108394,0.613984180822711,12.234741804258,2.36319906580047,22421.5880952381,0.084623725849825,0.028078386094664,2.34742108506758,0.898314316384663,7280.26666666667,3.17047432614555,0.604352253575225,9.74582366398444,1.99491712072613,22421.5880952381,NA,62.6606766236791,113.063348282286
1979,14,10.2010920991862,1.55326784382653,48.0229402055014,6.16819676159119,18678.6476190476,0.196271645907859,0.015660421566488,6.14368375590572,0.432503175061902,7693.86666666667,10.0020488295254,1.54587983023022,41.5366574619425,5.98480323589468,17120.1476190476,NA,63.4746717267067,97.5214198286414
1980,14,2.83304431409184,1.13237239623398,11.2524711854975,3.02762422484777,12828.2833333333,0.058534707289866,0.028725011941535,1.18831221373721,0.543722089565018,7160.03333333333,2.77444128255535,1.13332857780239,10.0450521076702,2.96966901854809,11829.8833333333,NA,73.1292668180051,113.464223508427
